OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
57,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BACCHUS MARSH POLICE STATION,OPERATIONAL,,BACCHUS MARSH,VICTORIA,3340,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.675788067999974,144.43602046600006,,,GAVIC421637064,119 MAIN STREET,1,3340,BACCHUS MARSH,0,-37.675788059999945,144.43602046
58,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BADDAGINNIE FIRE STATION CFA,OPERATIONAL,,BADDAGINNIE,VICTORIA,3670,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.589167001999954,145.85958900000003,,BADDAGINNIE CFA,GAVIC414493933,62 PALMERSTON STREET,1,3670,BADDAGINNIE,4,-36.58918361999997,145.85955022000007
59,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BADGER CREEK FIRE STATION CFA,OPERATIONAL,,BADGER CREEK,VICTORIA,3777,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.679876768999975,145.5323033620001,,BADGER CREEK FIRE BRIDAGE,GAVIC420601046,360 BADGER CREEK ROAD,1,3777,BADGER CREEK,8,-37.67985319999997,145.53238865000003
60,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BAHGALLAH FIRE STATION CFA,OPERATIONAL,,BAHGALLAH,VICTORIA,3312,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.637360505999936,141.36889079800005,,BAHGALLAH,GAVIC422031431,718 BAHGALLAH ROAD,1,3312,BAHGALLAH,55,-37.637147579999976,141.36944885000003
61,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BAIRNSDALE POLICE STATION,OPERATIONAL,,BAIRNSDALE,VICTORIA,3875,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.82586393899993,147.63595803700002,,RIVERHILL MOTOR INN,GAVIC424450141,45 MAIN STREET,2,3875,BAIRNSDALE,0,-37.82586393999998,147.6359580400001
62,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,VICSES BAIRNSDALE,OPERATIONAL,,BAIRNSDALE,VICTORIA,3875,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.83001399799997,147.620079002,,,GAVIC420548898,189 MACLEOD STREET,1,3875,BAIRNSDALE,1,-37.830009459999985,147.6200791000001
63,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BAIRNSDALE FIRE STATION CFA,OPERATIONAL,,BAIRNSDALE,VICTORIA,3875,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.82747816799997,147.6261194220001,,,GAVIC424450037,261 MAIN STREET,1,3875,BAIRNSDALE,2,-37.82745785999998,147.62612351000007
64,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BAIRNSDALE AMBULANCE STATION,OPERATIONAL,,BAIRNSDALE,VICTORIA,3875,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.829588000999934,147.6130990040001,,,GAVIC424450137,446 MAIN STREET,1,3875,BAIRNSDALE,0,-37.82958753999998,147.6130983500001
65,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BALLARAT AMBULANCE STATION,OPERATIONAL,,BAKERY HILL,VICTORIA,3350,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.56120106599997,143.86648523700012,,BALLARAT AND DISTRICT AMBULANCE STATION,GAVIC423548274,46 HUMFFRAY STREET,1,3350,BAKERY HILL,0,-37.56120095999995,143.86648535000006
66,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BALLAN AMBULANCE STATION,OPERATIONAL,,BALLAN,VICTORIA,3342,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.60233399699996,144.2287940020001,,,GAVIC423825106,66 EDOLS STREET,1,3342,BALLAN,5,-37.60231212999997,144.22884068000008
67,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALLAN FIRE STATION CFA,OPERATIONAL,,BALLAN,VICTORIA,3342,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.60091075599996,144.2252544790001,,,GAVIC424238173,27-29 FISKEN STREET,0,3342,BALLAN,5,-37.60087570999997,144.22521323
68,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLAN POLICE STATION,OPERATIONAL,,BALLAN,VICTORIA,3342,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.59995116899995,144.22088917700012,,,GAVIC423829408,174-176 INGLIS STREET,1,3342,BALLAN,0,-37.59995115999993,144.22088918000009
69,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLARAT POLICE STATION,OPERATIONAL,,BALLARAT CENTRAL,VICTORIA,3350,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.56418626599998,143.85911918700003,,POLICE COMPLEX - BALLARAT,GAVIC425225026,20 DANA STREET,0,3350,BALLARAT CENTRAL,45,-37.56420627999995,143.85962454000003
70,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALLARAT CITY FIRE STATION CFA,OPERATIONAL,,BALLARAT CENTRAL,VICTORIA,3350,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.55999818499998,143.843605786,,BALLARAT CENTRAL FIRE STATION,GAVIC421870235,1112-1120 STURT STREET,1,3350,BALLARAT CENTRAL,15,-37.55994907999997,143.84344780000004
71,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALLARAT FIRE STATION CFA,OPERATIONAL,,BALLARAT EAST,VICTORIA,3350,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.56390513799994,143.8686070560001,,BALLARAT EAST FIRE STATION,GAVIC424253745,22 BARKLY STREET,1,3350,BALLARAT EAST,21,-37.563784709999936,143.86878854000008
72,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALLIANG & DISTRICT FIRE STATION CFA,OPERATIONAL,,BALLIANG,VICTORIA,3340,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.833796674999974,144.34954996600004,,,GAVIC421456959,1272 BACCHUS MARSH-BALLIANG ROAD,1,3340,BALLIANG,32,-37.83354399999996,144.3493870000001
73,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALMATTUM FIRE STATION CFA,OPERATIONAL,,BALMATTUM,VICTORIA,3666,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.71012011799996,145.6473029120001,,,GAVIC424504533,1059 SHEANS CREEK ROAD,1,3666,BALMATTUM,4,-36.71013359999995,145.64726071000007
74,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BALMORAL AMBULANCE STATION,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.24951799899998,141.84186600100008,,,GAVIC414323363,31 BELL STREET,1,3407,BALMORAL,0,-37.24951805999996,141.8418660000001
75,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NORTH BALMORAL FIRE STATION CFA,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.21089043099994,141.81453316800003,,NORTH BALMORAL CFA,GAVIC422291367,357 FIVE WAYS ROAD,0,3407,BALMORAL,26,-37.21068187999998,141.8143960100001
76,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALMORAL POLICE STATION,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.25221013899994,141.83232065100003,,BALMORAL POLICE STATION,GAVIC424746463,78 COLERAINE ROAD,2,3407,BALMORAL,0,-37.25221013999993,141.83232065000004
77,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALMORAL FIRE STATION CFA,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.24947245599998,141.84169538700007,,,GAVIC414323363,31 BELL STREET,1,3407,BALMORAL,16,-37.24951805999996,141.8418660000001
78,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,VICSES BALMORAL,OPERATIONAL,,BALMORAL,VICTORIA,3407,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.24903099799997,141.8412940060001,,,GAVIC424477476,30 STIRLING STREET,1,3407,BALMORAL,25,-37.24882009999993,141.84118520000004
79,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BALNARRING FIRE STATION CFA,OPERATIONAL,,BALNARRING,VICTORIA,3926,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.373085379999964,145.12865471700002,,,GAVIC421047083,3017 FRANKSTON-FLINDERS ROAD,2,3926,BALNARRING,9,-38.37311535999993,145.1285545600001
80,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,NORTH BALWYN MFB,OPERATIONAL,,BALWYN NORTH,VICTORIA,3104,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.79169231299994,145.09531358200002,,,GAVIC421033216,312 DONCASTER ROAD,1,3104,BALWYN NORTH,0,-37.791691999999955,145.09531300000003
81,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BANGERANG FIRE STATION CFA,OPERATIONAL,,BANGERANG,VICTORIA,3393,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.19814440099998,142.5683776400001,,,GAVIC422125632,1524 BANGERANG ROAD,1,3393,BANGERANG,51,-36.19777841999996,142.56871918000002
82,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,VICSES BANNOCKBURN,OPERATIONAL,,BANNOCKBURN,VICTORIA,3331,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.047154002999946,144.17114099900004,,FIRE STATION CFA,GAVIC420576978,25 HIGH STREET,1,3331,BANNOCKBURN,0,-38.04715400999993,144.17114085000003
83,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BANNOCKBURN FIRE STATION CFA,OPERATIONAL,,BANNOCKBURN,VICTORIA,3331,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.04712340999998,144.17110215600007,,FIRE STATION CFA,GAVIC420576978,25 HIGH STREET,1,3331,BANNOCKBURN,5,-38.04715400999993,144.17114085000003
84,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BANNOCKBURN POLICE STATION,OPERATIONAL,,BANNOCKBURN,VICTORIA,3331,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.04993326099998,144.16841498400004,,,GAVIC423706438,51 HIGH STREET,1,3331,BANNOCKBURN,0,-38.04993324999998,144.16841498000008
85,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,BANNOCKBURN AMBULANCE STATION,OPERATIONAL,,BANNOCKBURN,VICTORIA,3331,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.04940372799996,144.17207438700007,,,GAVIC420859871,24 MOORE STREET,2,3331,BANNOCKBURN,0,-38.049403509999934,144.17207450000012
86,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARANDUDA FIRE STATION CFA,OPERATIONAL,,BARANDUDA,VICTORIA,3691,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.188954001999946,146.9537963560001,,,GAVIC422204715,102 WODONGA-YACKANDANDAH ROAD,2,3691,BARANDUDA,23,-36.18875146999994,146.95382976000008
87,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARINGHUP WEST FIRE STATION CFA,OPERATIONAL,,BARINGHUP,VICTORIA,3463,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.98415499799995,143.97281200100008,,,GAVIC719415147,60 CAIRN CURRAN HALL ROAD,-1,3463,BARINGHUP,5,-36.98420076999997,143.97282237000002
88,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARINGHUP WEST SATELLITE FIRE STATION (BARINGHUP WEST) CFA,OPERATIONAL,,BARINGHUP WEST,VICTORIA,3463,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.96462613799997,143.88795330200003,,,GAVIC720127709,125 KAYES ROAD,0,3463,BARINGHUP WEST,3,-36.96462636999996,143.88798737000002
89,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARKLY & FRENCHMANS FIRE STATION CFA,OPERATIONAL,,BARKLY,VICTORIA,3384,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.93625399899997,143.20111999900007,,,GAVIC419836689,120 BARKLY-NAVARRE ROAD,0,3384,BARKLY,25,-36.93634642999996,143.20086028000003
90,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARMAH FIRE STATION CFA,OPERATIONAL,,BARMAH,VICTORIA,3639,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.01523715999997,144.96100508200004,,FIRE STATION,GAVIC424449238,27 LAWFORD STREET,0,3639,BARMAH,6,-36.01528739999998,144.96096939000006
91,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARNAWARTHA SATELLITE FIRE STATION (BARNAWARTHA) CFA,OPERATIONAL,,BARNAWARTHA,VICTORIA,3688,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.055131003999975,146.6813069970001,,,GAVIC421723077,2227 MURRAY VALLEY HIGHWAY,2,3688,BARNAWARTHA,34,-36.05488019999996,146.68152878000012
92,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARNAWARTHA FIRE STATION CFA,OPERATIONAL,,BARNAWARTHA,VICTORIA,3688,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.10277299799998,146.6707900030001,,,GAVIC425403955,510 SOLDIERS ROAD,0,3688,BARNAWARTHA,23,-36.10276701999993,146.67105020000008
93,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARRAPORT-GREDGWIN FIRE STATION CFA,OPERATIONAL,,BARRAPORT,VICTORIA,3537,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.009990003999974,143.66951499800007,,,GAVIC425630984,8 BARRAPORT WEST ROAD,1,3537,BARRAPORT,19,-36.00994646999993,143.66971840000008
94,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARUNAH PLAINS NORTH FIRE STATION CFA,OPERATIONAL,,BARUNAH PARK,VICTORIA,3329,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.01861174299995,143.7749983340001,,,GAVIC425399098,1100 BELLS ROAD,0,3329,BARUNAH PARK,14,-38.01873806999998,143.7749911200001
95,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARWON DOWNS FIRE STATION CFA,OPERATIONAL,,BARWON DOWNS,VICTORIA,3243,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.46933957999994,143.7582326700001,,BARWON DOWNS CFA,GAVIC424350814,1599 BIRREGURRA-FORREST ROAD,0,3243,BARWON DOWNS,1,-38.46933527999994,143.75822074000007
96,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BARWON HEADS FIRE STATION CFA,OPERATIONAL,,BARWON HEADS,VICTORIA,3227,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.271069068999964,144.48937967900008,,,GAVIC423765934,24 SHEEPWASH ROAD,1,3227,BARWON HEADS,174,-38.27262297999994,144.48912670000004
97,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BASS FIRE STATION CFA,OPERATIONAL,,BASS,VICTORIA,3991,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.482671805999985,145.46722811000006,,,GAVIC419970345,71 HADE AVENUE,1,3991,BASS,7,-38.482728029999976,145.4672733000001
98,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MOUNT BAW BAW AMBULANCE STATION,OPERATIONAL,,BAW BAW VILLAGE,VICTORIA,3833,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.84043940699996,146.26516526500006,,,GAVIC425819124,19 CURRAWONG ROAD,0,3833,BAW BAW VILLAGE,18,-37.84058399999998,146.26525900000001
99,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BAXTER FIRE STATION CFA,OPERATIONAL,,BAXTER,VICTORIA,3911,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.19502681399996,145.15701226400006,,,GAVIC421661982,64 BAXTER-TOORADIN ROAD,2,3911,BAXTER,8,-38.19496073999994,145.15697225000008
100,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BAYSWATER FIRE STATION CFA,OPERATIONAL,,BAYSWATER,VICTORIA,3153,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.84048430499996,145.27021500800004,,CB285,GAVIC424246264,2 SCORESBY ROAD,0,3153,BAYSWATER,68,-37.84001650999994,145.27071775000002
